person_id,first_name,last_name,father_name,gender,fin_code,id_card_number,military_ticket_number,has_driving_license,driving_license_number,birth_date,age,home_region,education_level,university_admission_year,university_graduation_year,rank_group,rank,specialization,is_leadership,officer_commissioning_source,military_academy_type,years_as_enlisted_before_commission,prior_enlisted_specialization,department,total_military_service_years,uav_service_years,current_department_years,rotation_count,last_rotation_date,contract_start_date,contract_end_date,contract_length_years,pua_course_cohort
AO22093,Ramin,Səfərov,Fuad oğlu,M,K9DZPAV,FJ7103015,HB229527,True,SV2523485,2000-04-23,26,Ağdam,Higher Military Education,2018,2022,Officer,Senior Lieutenant,Operations Officer,False,Military Academy,General Military Academy,,,Sigma,4.16,4.16,1.16,1,2025-05-03,2023-04-26,2028-04-26,5,2
AO23780,Fərid,Şıxəliov,Cavid oğlu,M,CJBZZET,YB3072949,HB231169,True,SV5074899,2002-02-03,24,Gəncə,In-Service Officer Commissioning Program,2021,2023,Officer,Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.52,UAV Operator,Sigma,2.52,2.52,2.52,0,,2025-02-22,2028-02-22,3,5
AO14671,Elnur,Rüstəmov,Sənan oğlu,M,QLZDFG6,JV5154845,HB140013,False,,1991-06-18,35,Yevlax,Higher Military Education,2010,2014,Officer,Major,Operations Officer,False,Military Academy,Military Aviation School,,,Sigma,12.24,4.04,1.04,1,2025-06-16,2018-11-13,2028-11-13,10,2
AO11537,Elvin,Nağıov,İlkin oğlu,M,SQGKRXT,XD0237064,HB119062,True,SV6035782,1989-04-22,37,Naxçıvan,Higher Military Education,2007,2011,Officer,Major,Operations Officer,False,Military Academy,General Military Academy,,,Sigma,14.61,5.82,2.82,1,2023-09-04,2025-08-02,2028-08-02,3,1
AO12140,Vüqar,Fərəcov,Tofiq oğlu,M,PV35X4W,UT6780517,HB128791,True,SV6515278,1990-01-06,36,Bərdə,Higher Military Education,2008,2012,Officer,Major,Operations Officer,False,Military Academy,General Military Academy,,,Sigma,13.97,5.04,2.04,1,2024-06-15,2023-07-04,2028-07-04,5,5
AO20080,Namiq,Vəliov,Kənan oğlu,M,E9NT8PY,ZM3179047,HB205515,True,SV9752663,1996-09-23,29,Lənkəran,Higher Military Education,2016,2020,Officer,Senior Lieutenant,Operations Officer,False,Military Academy,General Military Academy,,,Sigma,5.86,5.45,2.45,1,2024-01-18,2023-12-23,2026-12-23,3,5
AO19031,Vaqif,Tağıov,Sənan oğlu,M,DEYVLT5,DQ3642733,HB195188,True,SV0804466,1997-08-12,28,Mingəçevir,In-Service Officer Commissioning Program,2017,2019,Officer,Captain,Operations Officer,False,Prior Enlisted (Gizir) Commission,,3.69,UAV Operator,Sigma,7.37,5.18,2.18,1,2024-04-25,2017-07-11,2027-07-11,10,2
AO18862,Rövşən,Nəsirov,Emin oğlu,M,EU25J65,VD7065693,HB188413,False,,1996-04-09,30,Şirvan,Higher Military Education,2014,2018,Officer,Captain,Operations Officer,False,Military Academy,Military Aviation School,,,Sigma,7.55,5.62,2.62,1,2023-11-17,2023-12-19,2026-12-19,3,4
AO14110,Tural,Məmmədov,Orxan oğlu,M,NBWCWCZ,BK1615441,HB141218,True,SV2204421,1991-02-24,35,Zaqatala,Higher Military Education,2010,2014,Officer,Major,Operations Officer,False,Military Academy,Military Aviation School,,,Sigma,12.01,5.07,2.07,1,2024-06-04,2021-08-24,2026-08-24,5,2
AO23445,Fuad,Həsənov,Aqşin oğlu,M,RWRNBFY,QU2355012,HB235131,True,SV9937139,2001-01-19,25,Şirvan,Higher Military Education,2019,2023,Officer,Lieutenant,Flight Control Officer,False,Military Academy,General Military Academy,,,Sigma,2.62,1.65,1.65,0,,2026-06-09,2029-06-09,3,4
AO25358,Nərgiz,Hüseynova,Vüqar qızı,F,FNHP49L,MP9314853,HB258631,True,SV7150820,2003-02-26,23,Şirvan,Higher Military Education,2021,2025,Officer,Lieutenant,Flight Control Officer,False,Military Academy,Military Aviation School,,,Sigma,1.32,1.32,1.32,0,,2024-11-08,2034-11-08,10,4
AO13818,Rövşən,Hüseynov,Şahin oğlu,M,T76ZRS7,BW6885811,HB131792,True,SV9157476,1989-10-07,36,Lənkəran,Higher Civilian Education,2009,2013,Officer,Major,Flight Control Officer,False,Civilian Direct Commission,,,,Sigma,12.74,2.18,2.18,0,,2025-03-31,2030-03-31,5,4
AO23508,Sənan,Nağıov,Fərid oğlu,M,PLUQZRY,PR4914084,HB233104,False,,2000-01-05,26,Salyan,Higher Military Education,2019,2023,Officer,Lieutenant,Training & Standardization Officer,False,Military Academy,Military Aviation School,,,Sigma,2.84,2.22,2.22,0,,2024-12-11,2027-12-11,3,2
AO23410,Kamran,Rəhimov,Anar oğlu,M,WLF9XXA,JZ9641069,HB237343,True,SV5334505,2000-05-07,26,Quba,Higher Military Education,2019,2023,Officer,Lieutenant,Training & Standardization Officer,False,Military Academy,Military Aviation School,,,Sigma,2.62,2.62,2.62,0,,2024-07-07,2027-07-07,3,2
AO18024,Elnur,Rəhimov,Vaqif oğlu,M,7538YH4,LT7296268,HB180687,True,SV5003659,1995-10-08,30,Gəncə,Higher Civilian Education,2014,2018,Officer,Captain,Training & Standardization Officer,False,Civilian Direct Commission,,,,Sigma,7.51,2.44,2.44,0,,2026-05-21,2033-05-21,7,4
AO16212,Kamran,Musaov,Elvin oğlu,M,7QNCVZX,MQ4585448,HB168795,False,,1996-04-18,30,Mingəçevir,In-Service Officer Commissioning Program,2014,2016,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.77,UAV Operator,Sigma,9.73,4.55,1.55,1,2024-12-11,2023-10-18,2028-10-18,5,3
AO21707,Elvin,Yusifov,Rövşən oğlu,M,WX3MY6X,WU3734061,HB217590,False,,1997-02-23,29,Naxçıvan,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Sigma,5.36,1.19,1.19,0,,2024-04-07,2031-04-07,7,3
AO21034,Elşən,Quliyov,Zaur oğlu,M,4KWWETU,GK8819993,HB212525,True,SV0635394,1998-09-02,27,Qazax,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Sigma,5.46,3.62,0.62,1,2025-11-16,2024-07-11,2029-07-11,5,4
AO22645,Elşən,Musaov,Rəşad oğlu,M,H9STNM8,MG3836772,HB220268,True,SV0368880,2001-03-17,25,Şirvan,In-Service Officer Commissioning Program,2020,2022,Officer,Senior Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.73,UAV Operator,Sigma,4.48,4.06,1.06,1,2025-06-08,2023-11-06,2028-11-06,5,4
AO21263,Orxan,Əliov,Zaur oğlu,M,MNCKD4G,FE6247907,HB216694,True,SV3069188,1999-04-27,27,Şamaxı,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Sigma,4.78,4.78,1.78,1,2024-09-18,2025-04-26,2030-04-26,5,1
AO25112,Turanə,Səfərova,Tural qızı,F,V42AMHS,PU4895974,HB251581,False,,2004-04-24,22,Bərdə,In-Service Officer Commissioning Program,2023,2025,Officer,Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,1.0,UAV Operator,Sigma,1.27,1.27,1.27,0,,2024-09-18,2027-09-18,3,5
AO21878,Şahin,Quliyov,Elçin oğlu,M,LLZXTLU,ZV3761199,HB212823,False,,1997-10-29,28,Ağdam,Higher Civilian Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Sigma,5.16,3.69,0.69,1,2025-10-21,2022-03-09,2027-03-09,5,3
AO20873,Tofiq,Fərəcov,Vaqif oğlu,M,H8E6643,WB0302651,HB203168,True,SV3853594,2000-09-14,25,Xaçmaz,In-Service Officer Commissioning Program,2018,2020,Officer,Senior Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.8,UAV Operator,Sigma,5.78,4.2,1.2,1,2025-04-18,2023-04-19,2028-04-19,5,2
AO24366,Elnur,Tağıov,Fuad oğlu,M,AMSZFMG,ZN8158710,HB246352,True,SV1803030,2000-06-27,26,Sumqayıt,Higher Civilian Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Sigma,2.21,2.21,2.21,0,,2023-07-26,2033-07-26,10,5
AO24140,Emin,Məmmədov,Kamran oğlu,M,2NYXFFM,MG9521150,HB246581,True,SV0887362,2001-10-16,24,Şirvan,Higher Civilian Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Sigma,2.18,1.8,1.8,0,,2021-11-12,2031-11-12,10,4
AO17508,Vüsal,İbrahimov,Nicat oğlu,M,3Z7W887,HE5567897,HB172511,False,,1995-10-01,30,Bərdə,In-Service Officer Commissioning Program,2015,2017,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.61,UAV Operator,Sigma,9.31,5.8,2.8,1,2023-09-12,2025-02-15,2028-02-15,3,1
AO20321,Anar,Sultanov,İlkin oğlu,M,U6GTKPR,RT8282952,HB208912,True,SV8767148,1997-06-19,29,Bərdə,Higher Military Education,2016,2020,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Sigma,5.93,2.18,2.18,0,,2024-07-15,2027-07-15,3,4
AO18793,Ceyhun,Yusifov,Şahin oğlu,M,ZGY4E88,ND0691377,HB183861,True,SV1007486,1997-09-11,28,Zaqatala,In-Service Officer Commissioning Program,2016,2018,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.71,UAV Operator,Sigma,7.92,3.34,0.34,1,2026-02-26,2022-04-29,2029-04-29,7,5
AO25165,Sənan,Abbasov,Ruslan oğlu,M,MHT7373,VA0923057,HB252635,True,SV4389859,2002-06-24,24,Sumqayıt,Higher Military Education,2021,2025,Officer,Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Sigma,1.14,1.14,1.14,0,,2021-06-12,2028-06-12,7,1
AO13943,Elvin,Musaov,Orxan oğlu,M,KRWZGVG,AK4250910,HB138093,True,SV1216744,1991-05-01,35,Mingəçevir,Higher Military Education,2009,2013,Officer,Major,Pilot-Operator,False,Military Academy,General Military Academy,,,Sigma,12.83,5.63,2.63,1,2023-11-13,2019-01-03,2029-01-03,10,1
AO25541,Rəşad,Əliov,Vüqar oğlu,M,ZQZX727,EQ7054356,HB258416,True,SV8871721,2003-09-24,22,Şamaxı,In-Service Officer Commissioning Program,2023,2025,Officer,Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,1.0,UAV Operator,Sigma,1.42,1.42,1.42,0,,2023-10-04,2026-10-04,3,1
AO17098,Fərid,Musaov,Elnur oğlu,M,EKE4UYM,ZT8076826,HB173830,True,SV1640091,1994-08-06,31,Quba,Higher Military Education,2013,2017,Officer,Captain,Pilot-Operator,False,Military Academy,General Military Academy,,,Sigma,8.65,1.7,1.7,0,,2026-06-16,2031-06-16,5,2
AO22788,Vüsal,Quliyov,Aqşin oğlu,M,A862A97,LJ1240507,HB221488,False,,1999-06-28,27,Ağdam,Higher Civilian Education,2018,2022,Officer,Senior Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Sigma,4.29,2.63,2.63,0,,2024-12-19,2029-12-19,5,4
AO24582,Səbinə,Hüseynova,Fərid qızı,F,J54XWHY,GF1694496,HB244616,True,SV8304693,2002-04-20,24,Ağdam,Higher Military Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Sigma,1.74,1.63,1.63,0,,2023-03-31,2028-03-31,5,2
AO21338,Rəşad,Məmmədov,Tural oğlu,M,T23SBA7,VP1370155,HB214860,True,SV8641079,1997-10-09,28,Gəncə,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Sigma,5.04,1.68,1.68,0,,2021-11-16,2031-11-16,10,4
G21228,Nicat,Əliov,Elçin oğlu,M,HCB5MSJ,HV1705155,HB212947,True,SV4420101,2001-08-10,24,Şəki,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,4.72,3.54,0.54,1,2025-12-15,2025-12-26,2030-12-26,5,5
G23248,Zaur,Nəsirov,Cavid oğlu,M,6PEMCHE,WA0241960,HB238140,True,SV1444907,2002-04-24,24,Quba,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,3.38,3.38,0.38,1,2026-02-12,2023-06-02,2030-06-02,7,5
G17472,Kənan,Fərəcov,Elçin oğlu,M,5WJAH9C,UB6582889,HB170152,True,SV6966156,1997-05-20,29,Ağdam,Vocational/Technical College,2015,2017,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,8.64,4.84,1.84,1,2024-08-27,2022-05-25,2027-05-25,5,4
G25334,Elnur,Hüseynov,Vüsal oğlu,M,R8RUH42,LF6552516,HB253263,False,,2004-03-10,22,Sumqayıt,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Sigma,1.1,1.1,1.1,0,,2023-10-11,2026-10-11,3,3
G23853,Vüsal,Məmmədov,Nicat oğlu,M,BQ65DP4,RR6628959,HB234216,True,SV3765595,2003-01-17,23,Mingəçevir,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,3.12,3.12,0.12,1,2026-05-18,2021-11-16,2028-11-16,7,1
G24918,Tofiq,Yusifov,Murad oğlu,M,87S4597,XH1748359,HB246542,True,SV4540182,2004-05-29,22,Gəncə,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Sigma,1.92,1.92,1.92,0,,2023-12-27,2026-12-27,3,4
G21956,Rövşən,İbrahimov,Murad oğlu,M,CVCWCF6,SQ7549173,HB210700,False,,2000-10-14,25,Xaçmaz,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,4.76,3.37,0.37,1,2026-02-15,2023-12-19,2026-12-19,3,1
G24754,İlkin,Həsənov,Murad oğlu,M,PMB6WFK,XS5331958,HB245092,True,SV6168972,2004-02-11,22,Yevlax,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Sigma,1.85,1.85,1.85,0,,2026-02-23,2029-02-23,3,4
G13596,Ramin,Məmmədov,Nicat oğlu,M,SEQELNF,YP2625099,HB131671,True,SV2462049,1992-10-15,33,Goranboy,Vocational/Technical College,2011,2013,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,12.94,2.24,2.24,0,,2024-08-27,2027-08-27,3,4
G22667,Cavid,Həsənov,Elvin oğlu,M,VCKG4U2,TJ7589871,HB227441,True,SV7839025,2001-11-26,24,Şirvan,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,4.29,4.29,1.29,1,2025-03-16,2023-06-27,2028-06-27,5,4
G22398,Kənan,Nəsirov,Namiq oğlu,M,RJVPW5Y,GU4847890,HB222671,True,SV7555059,2002-04-13,24,Bakı,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,3.55,3.55,0.55,1,2025-12-12,2025-12-30,2028-12-30,3,4
G23722,Cavid,Nəsirov,Ruslan oğlu,M,5DHLFNN,GL6696565,HB232976,True,SV5568359,2002-04-03,24,Gəncə,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,3.32,3.32,0.32,1,2026-03-06,2026-04-04,2029-04-04,3,1
G21555,Kənan,Musaov,Şahin oğlu,M,9H76BDR,LT2575342,HB217069,False,,2000-12-27,25,Mingəçevir,Vocational/Technical College,2019,2021,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,5.26,1.67,1.67,0,,2025-08-06,2030-08-06,5,1
G23967,Aysel,Səfərova,Tural qızı,F,AWU3K9J,BY9629864,HB236508,True,SV3418938,2002-01-10,24,Xaçmaz,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,3.44,2.3,2.3,0,,2026-04-29,2029-04-29,3,4
G21563,Kənan,Kərimov,Fərid oğlu,M,8GSVPH3,GK3167321,HB216176,True,SV6390948,2000-12-11,25,Şirvan,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Sigma,4.87,4.87,1.87,1,2024-08-16,2022-08-02,2027-08-02,5,2
G13345,Elçin,Səfərov,Sənan oğlu,M,RN2VNDF,TC3959553,HB132828,True,SV7904537,1993-05-12,33,İmişli,Vocational/Technical College,2011,2013,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,12.83,1.91,1.91,0,,2024-03-27,2029-03-27,5,2
G24895,Nicat,Abbasov,Ceyhun oğlu,M,3A3Q9PJ,DV0790527,HB241945,True,SV2353705,2003-10-14,22,Naxçıvan,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Sigma,2.32,1.4,1.4,0,,2022-02-01,2027-02-01,5,3
G21379,Emin,Musaov,Elçin oğlu,M,2S6M28B,SL3363118,HB211245,True,SV9174767,1999-03-25,27,Xaçmaz,Vocational/Technical College,2019,2021,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,5.3,5.3,2.3,1,2024-03-12,2026-02-12,2029-02-12,3,5
G17341,Kənan,Rüstəmov,Vüsal oğlu,M,HKWZRA5,PK1047608,HB172233,True,SV3203606,1996-05-29,30,Lənkəran,Vocational/Technical College,2015,2017,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,8.62,5.92,2.92,1,2023-07-30,2021-12-26,2026-12-26,5,3
G10878,Fərid,Vəliov,Aqşin oğlu,M,HKB7YWD,BW4550492,HB108885,True,SV6320588,1988-09-08,37,Sumqayıt,Vocational/Technical College,2008,2010,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Sigma,16.37,3.52,0.52,1,2025-12-23,2024-08-16,2027-08-16,3,4
G22691,Tofiq,Məmmədov,Sənan oğlu,M,W7ZLWDT,ZN2536595,HB222677,True,SV8753947,2001-01-22,25,Xaçmaz,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,4.23,2.09,2.09,0,,2023-09-26,2028-09-26,5,1
G23878,İlkin,Əliov,Orxan oğlu,M,59T8YFE,EP2452711,HB236998,True,SV5091821,2002-07-30,23,Salyan,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.37,3.25,0.25,1,2026-03-31,2025-05-14,2028-05-14,3,1
G23264,Zaur,Əliov,Rəşad oğlu,M,AH6AYNP,CX5665843,HB233427,True,SV0237292,2001-10-09,24,İmişli,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.3,3.3,0.3,1,2026-03-13,2026-01-21,2029-01-21,3,3
G09033,Kənan,Yusifov,Tural oğlu,M,3J32TEL,KZ3600794,HB093696,True,SV9082373,1988-02-02,38,Sumqayıt,Vocational/Technical College,2007,2009,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Sigma,16.55,4.25,1.25,1,2025-03-31,2026-01-24,2031-01-24,5,3
G22782,Rövşən,Musaov,Cavid oğlu,M,JC6NM5Y,SX9904338,HB222169,False,,2002-07-01,23,Quba,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.96,3.96,0.96,1,2025-07-15,2021-08-20,2026-08-20,5,5
G10254,Cavid,İbrahimov,Cavid oğlu,M,TKETUVF,QU5555615,HB106594,True,SV6700843,1989-09-30,36,Sumqayıt,Vocational/Technical College,2008,2010,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Sigma,15.81,3.61,0.61,1,2025-11-20,2024-03-05,2027-03-05,3,5
G22028,Orxan,Məmmədov,Elnur oğlu,M,PY9Q8ST,WK3087959,HB224795,False,,2002-01-18,24,Zaqatala,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.54,2.89,2.89,0,,2025-04-26,2030-04-26,5,3
G21049,Namiq,Cəfərov,Elçin oğlu,M,CZRNFCT,VR1074121,HB215492,True,SV4500798,2001-02-22,25,Tovuz,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,4.68,2.57,2.57,0,,2023-04-11,2030-04-11,7,3
G23282,Şahin,Abbasov,Zaur oğlu,M,4L2E5E5,JV7070398,HB232620,True,SV9421841,2001-06-22,25,Naxçıvan,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.19,1.53,1.53,0,,2023-02-01,2028-02-01,5,5
G25308,Orxan,Əliov,Şahin oğlu,M,S84FYYH,DL3997340,HB251816,True,SV5690596,2003-10-14,22,Zaqatala,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Sigma,1.49,1.49,1.49,0,,2024-07-15,2031-07-15,7,1
G22471,Vaqif,Qaraov,Tural oğlu,M,ZH43BUG,AB4309279,HB220853,True,SV5753281,2000-08-05,25,Bərdə,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.94,3.94,0.94,1,2025-07-22,2025-03-20,2028-03-20,3,5
G23592,Səbinə,Tağıova,Elnur qızı,F,VJRD4CV,TY9235277,HB239793,True,SV3176460,2002-02-06,24,Şamaxı,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.46,3.46,0.46,1,2026-01-13,2022-03-02,2027-03-02,5,2
G25920,Kənan,Yusifov,Vaqif oğlu,M,4L7PB59,LT4527225,HB259003,True,SV3183999,2003-05-28,23,Şamaxı,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Sigma,1.15,1.15,1.15,0,,2024-04-22,2029-04-22,5,4
G24364,Ceyhun,Cəfərov,Ramin oğlu,M,YNQLC8F,PT0099306,HB249761,True,SV0912994,2002-11-05,23,Salyan,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Sigma,1.82,1.82,1.82,0,,2026-05-03,2029-05-03,3,4
G22982,Elçin,Kərimov,Nicat oğlu,M,XBYFAYM,FV9601001,HB226116,True,SV3758014,2002-03-28,24,Gəncə,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,4.07,4.07,1.07,1,2025-06-05,2025-07-04,2028-07-04,3,1
G23461,İlkin,Abbasov,Tofiq oğlu,M,XUQ6LQB,WC4115037,HB235186,True,SV6968092,2002-11-17,23,Yevlax,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Sigma,2.98,2.69,2.69,0,,2019-12-27,2026-12-27,7,2
G18512,Rəşad,Fərəcov,Elvin oğlu,M,JEBGBV9,GB2602686,HB185679,True,SV5379630,1996-03-31,30,Goranboy,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Sigma,8.31,4.86,1.86,1,2024-08-20,2024-06-04,2027-06-04,3,1
G23291,Tofiq,Məmmədov,Elvin oğlu,M,NP74BTY,MB6242679,HB236784,True,SV5259320,2003-05-12,23,Xaçmaz,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.07,3.04,0.04,1,2026-06-16,2021-10-18,2026-10-18,5,4
G23231,Kamran,İbrahimov,Tofiq oğlu,M,MAR9LEN,GM2566572,HB233820,True,SV3007568,2002-07-03,23,Gəncə,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.24,3.24,0.24,1,2026-04-04,2025-07-08,2028-07-08,3,3
G22347,Ruslan,Tağıov,Ramin oğlu,M,HE6CNHE,YG6994795,HB220958,False,,2002-02-09,24,Zaqatala,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Sigma,3.9,3.9,0.9,1,2025-08-06,2022-08-10,2029-08-10,7,3
G23588,Kənan,Fərəcov,Cavid oğlu,M,KNH4P3F,AS4312986,HB234391,True,SV9188270,2001-04-24,25,Şəki,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,3.47,3.47,0.47,1,2026-01-10,2024-09-18,2027-09-18,3,4
G09565,Kamran,Musaov,Orxan oğlu,M,M73S7ZX,PL7523505,HB099974,True,SV7647050,1988-03-23,38,Gəncə,Vocational/Technical College,2007,2009,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Sigma,16.87,1.84,1.84,0,,2023-06-16,2028-06-16,5,3
G21906,Orxan,İbrahimov,Emin oğlu,M,9VE7RFS,HX8691740,HB214246,True,SV2219919,2000-02-22,26,Gəncə,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,4.52,3.39,0.39,1,2026-02-08,2022-12-30,2027-12-30,5,3
G22712,Elnur,Qaraov,Ceyhun oğlu,M,ZSDP8MV,EA1600209,HB227198,True,SV2174818,2002-03-28,24,Lənkəran,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,4.08,2.39,2.39,0,,2021-12-01,2028-12-01,7,3
G23902,Cavid,Həsənov,Fərid oğlu,M,6PNA9BY,QY4435627,HB233030,True,SV6906890,2002-01-19,24,Şamaxı,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,3.01,1.21,1.21,0,,2025-11-05,2030-11-05,5,4
G18430,Vüsal,Yusifov,Rəşad oğlu,M,8AH8TJV,KD0894004,HB189057,False,,1996-07-07,29,Ağdam,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Sigma,8.25,1.2,1.2,0,,2022-06-05,2029-06-05,7,4
G23276,Rövşən,Sultanov,Ceyhun oğlu,M,EU3MBU2,UH0931377,HB237411,True,SV3361183,2002-05-25,24,Ağdam,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,3.18,3.18,0.18,1,2026-04-26,2023-10-26,2030-10-26,7,1
G17879,Elnur,Musaov,Ceyhun oğlu,M,4LWYJEX,WR9549967,HB170266,False,,1997-02-24,29,Mingəçevir,Vocational/Technical College,2015,2017,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Sigma,9.17,5.84,2.84,1,2023-08-28,2024-02-20,2027-02-20,3,2
G22590,Sənan,Fərəcov,Rövşən oğlu,M,JGLHE89,YZ1305222,HB226776,False,,2001-05-03,25,Lənkəran,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,3.71,3.71,0.71,1,2025-10-14,2023-03-17,2028-03-17,5,1
G23898,Elvin,Rüstəmov,Elşən oğlu,M,9J52NYX,MV4779799,HB238159,True,SV1945923,2003-04-16,23,Yevlax,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,3.05,3.05,0.05,1,2026-06-12,2022-10-18,2029-10-18,7,5
G23419,Orxan,Quliyov,Kamran oğlu,M,LMT7U77,YH0375395,HB237768,True,SV8182491,2002-09-10,23,Tovuz,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Sigma,3.04,3.04,0.04,1,2026-06-16,2021-12-19,2026-12-19,5,5
